event_id,source_id,p_true_sec,s_true_sec,p_peak,p_quality,p_time,s_peak_20,s_quality_20,s_time_20,s_peak_30,s_quality_30,s_time_30,s_peak_40,s_quality_40,s_time_40
stead_event_00007,12962350,4,7.63,0.989223897457123,270.917149303705,4,0.910046935081482,36.051968854338,7.71,0.910046935081482,54.0382328401023,7.71,0.910046935081482,71.9254406939084,7.71
stead_event_00008,ci10279289,9,12.25,0.977945685386658,269.217362589992,9,0.776627421379089,32.1338210877586,12.64,0.776627421379089,48.1541932051075,12.64,0.776627421379089,64.0249100352754,12.64
stead_event_00009,12962332,8,11.44,0.987359583377838,273.025689429198,8,0.816282689571381,35.0859788184039,11.63,0.816282689571381,52.572717988663,11.63,0.816282689571381,69.8714000986326,11.63
stead_event_00012,10925153,9,15.37,0.965611636638641,266.334353301785,9.02,0.918351590633392,49.645062357915,15.47,0.918351590633392,74.324356559564,15.47,0.918351590633392,98.8390579035945,15.47
stead_event_00016,13259505,6,11.24,0.952882647514343,260.197586668909,6,0.55866539478302,14.3393759726622,11.58,0.55866539478302,21.5007415268053,11.58,0.55866539478302,28.6267592908829,11.58
stead_event_00017,604179950,9,13.24,0.952777981758118,219.362142172623,9,0.837760090827942,31.9215634215233,13.24,0.837760090827942,47.8712301195861,13.24,0.837760090827942,63.7238097797345,13.24
stead_event_00018,604179950,6,10.24,0.962528169155121,226.773351772912,6,0.825604975223541,23.3412800483771,10.24,0.825604975223541,35.0195359276799,10.24,0.825604975223541,46.6457815628068,10.24
stead_event_00051,449393,11.16,11.59,0.757819533348083,171.998535760451,11.14,0.828456461429596,66.4493724470375,11.59,0.828456461429596,99.2872058298511,11.59,0.828456461429596,131.74346802437,11.59
stead_event_00085,449393,10.96,12.04,0.851382076740265,192.281507690171,10.95,0.896923303604126,56.0427059429985,12.08,0.896923303604126,83.8563164021533,12.08,0.896923303604126,111.462315735684,12.08
stead_event_00103,495,14.3,15.31,0.607130169868469,154.571198436938,14.23,0.280931174755096,103.083275357865,14.42,0.280931174755096,139.253161342955,14.42,0.280931174755096,180.78352173818,14.42
stead_event_00108,449393,11.02,11.92,0.872180998325348,156.219805141889,11.02,0.900655686855316,47.6882425809812,11.9,0.900655686855316,71.3972858282192,11.9,0.900655686855316,94.9282825252017,11.9
stead_event_00125,431338,11.43,12.52,0.771958887577057,178.601073330554,11.43,0.870378434658051,49.635182988973,12.53,0.870378434658051,74.3003296539708,12.53,0.870378434658051,98.7791422559955,12.53
stead_event_00132,419463,11.61,12.6,0.629590451717377,231.787218144947,7,0.873612880706787,30.8685771244128,12.61,0.873612880706787,46.3000245332837,12.61,0.873612880706787,61.6556628817017,12.61
stead_event_00140,602347413,6,11.48,0.980350255966187,265.497362207134,6.02,0.784318506717682,26.4136965645435,11.55,0.784318506717682,39.6056024382103,11.55,0.784318506717682,52.7356319676271,11.55
stead_event_00141,602347413,4,9.48,0.984960734844208,272.240496645865,4,0.713093280792236,25.9172616203069,9.55,0.713093280792236,38.8562755146295,9.55,0.713093280792236,51.7295581219083,9.55
stead_event_00161,ld60047501,8,9.89,0.964561820030212,238.399548838622,8,0.942534923553467,61.6961233434097,9.84,0.942534923553467,92.296211112494,9.84,0.942534923553467,122.665080689918,9.84
stead_event_00162,603441563,4.48,7.25,0.949289381504059,173.51253021251,4.02,0.857029736042023,36.5380423615816,7.23,0.857029736042023,54.7379144543538,7.23,0.857029736042023,72.8241248448685,7.23
stead_event_00177,16334499,9,17.5,0.896849870681763,304.976075164111,9.03,0.684520721435547,39.3981366856135,17.82,0.684520721435547,59.0362735716794,17.82,0.684520721435547,78.5791708551277,17.82
stead_event_00178,16336727,5,6.7,0.972850322723389,258.735118521444,5,0.769679069519043,36.0074636239875,6.94,0.769679069519043,53.939397516029,6.94,0.769679069519043,71.7516859057983,6.94
stead_event_00184,ci11209170,10,14.5,0.971440136432648,252.254767993529,9.99,0.855111837387085,39.616391780518,14.48,0.855111837387085,59.3551364295688,14.48,0.855111837387085,78.9780824059675,14.48
stead_event_00193,15898998,9,13.45,0.9196457862854,238.855268742933,9,0.862578332424164,48.7614572429756,13.25,0.862578332424164,73.0243025412302,13.25,0.862578332424164,97.0955108965311,13.25
stead_event_00194,15899135,9,15.02,0.950330376625061,226.877089018843,9.01,0.345323324203491,26.2243423089678,14.98,0.345323324203491,39.2547153252849,14.98,0.345323324203491,52.189909460841,14.98
stead_event_00208,605626911,7,15.44,0.983258724212646,250.762618104944,6.99,0.553624987602234,25.0666380000227,15.74,0.553624987602234,37.5784327086148,15.74,0.553624987602234,50.0316015982704,15.74
stead_event_00218,12680913,5,9.8,0.97496223449707,277.105650761334,5,0.897116005420685,45.128719232112,9.81,0.897116005420685,67.580758662483,9.81,0.897116005420685,89.8939453043348,9.81
stead_event_00225,602562570,9,12.36,0.934363722801208,268.715873586333,9,0.913745522499084,33.9766340104856,12.72,0.913745522499084,50.9358448264743,12.72,0.913745522499084,67.8089445422218,12.72
stead_event_00226,602562570,5,8.36,0.95724493265152,258.999979792828,5,0.90400755405426,34.0474665331656,8.72,0.90400755405426,51.0443094876053,8.72,0.90400755405426,67.952902629255,8.72
stead_event_00227,603798149,8,10.71,0.978445529937744,263.644934852899,8,0.710235714912415,39.0646920969542,10.62,0.710235714912415,58.4848646153919,10.62,0.710235714912415,77.7544070138314,10.62
stead_event_00228,603798149,5,7.71,0.97398042678833,254.139648699249,5,0.813330113887787,40.0021800215594,7.63,0.813330113887787,59.9108131830562,7.63,0.813330113887787,79.6812213252969,7.63
stead_event_00239,hv61128081,4,6.65,0.977192997932434,268.082708785328,4,0.869112133979797,38.7594363839612,6.64,0.869112133979797,58.0400616847098,6.64,0.869112133979797,77.1561060640598,6.64
stead_event_00243,hv61222466,8,11.06,0.988469183444977,249.54466638717,8,0.797346472740173,35.8960809526312,10.84,0.797346472740173,53.79580214543,10.84,0.797346472740173,71.472189292228,10.84
stead_event_00249,hv61414371,7.01,12.2,0.949837327003479,252.883652564262,7,0.742589056491852,27.552180298136,12.03,0.742589056491852,41.3095803930418,12.03,0.742589056491852,54.9760250342247,12.03
stead_event_00253,hv61468921,5,6.25,0.977757513523102,258.485890190684,5,0.875621140003204,31.7492027801079,6.28,0.875621140003204,47.547266987191,6.28,0.875621140003204,63.2937426192207,6.28
stead_event_00263,hv61630461,5,5.81,0.983787536621094,261.018096247503,5,0.76456880569458,59.0281837523287,5.87,0.76456880569458,88.1925892470428,5.87,0.76456880569458,117.06482131488,5.87
stead_event_00265,hv61631916,9,13.54,0.945816814899445,145.036257099878,9,0.753557503223419,28.5057573817895,13.55,0.753557503223419,42.7083924363382,13.55,0.753557503223419,56.8329161206861,13.55
stead_event_00270,hv61720621,8,9.03,0.981797099113464,276.490058340667,8,0.928013861179352,44.8157484132125,8.99,0.928013861179352,67.1139760949759,8.99,0.928013861179352,89.2533360294826,8.99
stead_event_00289,hv70278546,4.01,5.33,0.97657722234726,273.678362354319,4,0.51916915178299,25.3255263934287,5.47,0.51916915178299,37.916538131031,5.47,0.51916915178299,50.3874338232278,5.47
stead_event_00294,hv70296771,7.01,8.93,0.976476073265076,239.680273334092,7,0.844932913780212,27.7133964926547,8.99,0.844932913780212,41.539712881979,8.99,0.844932913780212,55.293580085348,8.99
