p_pred_sec,s_pred_sec,p_status,s_status,p_quality,s_quality,event_id,source_id,p_true_sec,s_true_sec,p_error_ms,s_error_ms
3.99,7.71,detected,detected,325.768591407355,198.523079280484,stead_event_00007,12962350,4,7.63,-9.99999999999979,80.0000000000001
8.99,12.66,detected,detected,337.063545927812,170.068071666371,stead_event_00008,ci10279289,9,12.25,-9.99999999999979,410
7.98,11.66,detected,detected,337.081656161457,169.619926420444,stead_event_00009,12962332,8,11.44,-19.9999999999996,220.000000000001
9.32,15.47,detected,detected,355.061510374258,199.85014416061,stead_event_00012,10925153,9,15.37,320,99.9999999999996
6.33,NaN,detected,not_detected,335.791337115128,61.6569566838531,stead_event_00016,13259505,6,11.24,330,NaN
9.06,13.19,detected,detected,285.023914390751,144.898050601724,stead_event_00017,604179950,9,13.24,60.0000000000005,-50.0000000000007
6.06,10.19,detected,detected,262.331409072244,144.693058345399,stead_event_00018,604179950,6,10.24,59.9999999999996,-50.0000000000007
11.16,11.57,detected,detected,370.202979772327,305.877964694938,stead_event_00051,449393,11.16,11.59,0,-19.9999999999996
10.96,12.02,detected,detected,364.572442119267,332.524602802887,stead_event_00085,449393,10.96,12.04,0,-20.0000000000014
14.29,15.35,detected,detected,359.371571725103,306.775444185841,stead_event_00103,495,14.3,15.31,-10.0000000000016,39.9999999999991
11.01,11.92,detected,detected,342.021632982242,237.122074554819,stead_event_00108,449393,11.02,11.92,-9.99999999999979,0
11.45,12.53,detected,detected,300.281517798294,353.946834627811,stead_event_00125,431338,11.43,12.52,19.9999999999996,9.99999999999979
11.59,12.56,detected,detected,383.476909721886,187.898934830653,stead_event_00132,419463,11.61,12.6,-19.9999999999996,-39.9999999999991
6.18,14.11,detected,uncertain,228.010503774344,135.500344098771,stead_event_00140,602347413,6,11.48,180,2630
4.18,12.11,detected,uncertain,227.873689247656,134.965837748253,stead_event_00141,602347413,4,9.48,180,2630
7.98,9.86,detected,detected,330.607473181662,287.744069776952,stead_event_00161,ld60047501,8,9.89,-19.9999999999996,-30.0000000000011
4.47,7.26,detected,detected,330.095749441675,166.373642200631,stead_event_00162,603441563,4.48,7.25,-10.0000000000007,9.99999999999979
0.95,13.07,detected,detected,141.985697753341,11.6272584391675,stead_event_00177,16334499,9,17.5,-8050,-4430
5.22,6.06,detected,uncertain,289.747912307115,89.798335944956,stead_event_00178,16336727,5,6.7,220,-640.000000000001
9.98,14.48,detected,detected,307.337860152971,167.038826020403,stead_event_00184,ci11209170,10,14.5,-19.9999999999996,-19.9999999999996
8.85,13.28,detected,detected,252.468279666579,153.959430436888,stead_event_00193,15898998,9,13.45,-150,-170.000000000002
NaN,9,not_detected,detected,263.904334077525,122.558522654325,stead_event_00194,15899135,9,15.02,NaN,-6020
6.98,15.93,detected,uncertain,264.382702945559,54.2220051250824,stead_event_00208,605626911,7,15.44,-19.9999999999996,490
5,9.8,detected,detected,349.909149309587,219.23416140722,stead_event_00218,12680913,5,9.8,0,0
9.26,12.71,detected,uncertain,218.501750221731,113.698904881047,stead_event_00225,602562570,9,12.36,260,350.000000000001
5.26,8.71,detected,uncertain,216.454691501024,113.558002583695,stead_event_00226,602562570,5,8.36,260,350.000000000001
8.09,NaN,detected,not_detected,299.784815795119,73.4911502585071,stead_event_00227,603798149,8,10.71,89.9999999999999,NaN
5.09,NaN,detected,not_detected,300.533452341871,73.0497567148935,stead_event_00228,603798149,5,7.71,89.9999999999999,NaN
4.02,6.78,detected,uncertain,257.802453100611,109.773487218306,stead_event_00239,hv61128081,4,6.65,19.9999999999996,130
8.02,15.73,detected,detected,297.169567699991,190.572254161161,stead_event_00243,hv61222466,8,11.06,19.9999999999996,4670
6.98,12.23,detected,detected,362.814360003796,107.927414688139,stead_event_00249,hv61414371,7.01,12.2,-29.9999999999994,29.9999999999994
5.03,6.14,detected,detected,325.611719726429,166.738595930334,stead_event_00253,hv61468921,5,6.25,30.0000000000002,-110
5.01,5.75,detected,detected,363.724007718171,247.912401714996,stead_event_00263,hv61630461,5,5.81,9.99999999999979,-60.0000000000005
9,13.46,detected,detected,364.50157427368,125.955591410891,stead_event_00265,hv61631916,9,13.54,0,-80.0000000000001
8.01,8.95,detected,detected,351.466082091046,233.746772792239,stead_event_00270,hv61720621,8,9.03,9.99999999999979,-80.0000000000001
4,NaN,detected,not_detected,328.752580625073,110.976390100468,stead_event_00289,hv70278546,4.01,5.33,-9.99999999999979,NaN
7.01,NaN,detected,not_detected,342.979632422629,52.2846046765233,stead_event_00294,hv70296771,7.01,8.93,0,NaN
6.99,16.19,uncertain,uncertain,259.371583677536,75.3931030165954,stead_event_00297,hv70313911,6.96,7.97,30.0000000000002,8220
6.02,6.98,detected,uncertain,355.16509639319,109.300604106344,stead_event_00301,hv70332396,6.03,7.04,-10.0000000000007,-59.9999999999996
3.99,5.17,detected,uncertain,355.712673823452,149.686163942951,stead_event_00309,hv70368966,4.01,5.17,-19.9999999999996,0
8,9.76,detected,uncertain,340.821589620273,172.966800017347,stead_event_00315,hv70413467,8.01,9.21,-9.99999999999979,549.999999999999
7.99,18.49,detected,uncertain,295.822607965166,83.8562282185942,stead_event_00320,hv70444457,7.99,9.61,0,8880
5.99,15.26,detected,uncertain,264.21511253114,175.427129528556,stead_event_00327,hv70476007,6.01,7.33,-19.9999999999996,7930
3.99,8.53,detected,detected,349.027179022302,191.838125906695,stead_event_00344,hv61414371,4.03,8.58,-40,-50.0000000000007
7,10.04,detected,detected,346.399675680284,174.874017931487,stead_event_00347,hv61468921,7,10.08,0,-40.0000000000009
6,10.37,detected,detected,355.551033233848,179.28240612603,stead_event_00355,hv61631916,6,10.52,0,-150
4,7.43,detected,detected,344.715608802623,206.091778099143,stead_event_00360,hv61720621,4,7.48,0,-50.0000000000007
6.99,13.45,detected,uncertain,200.863740165632,58.7932702755559,stead_event_00361,hv61765531,7,13.09,-9.99999999999979,359.999999999999
8.97,22.72,detected,uncertain,180.077037526476,48.8463335526581,stead_event_00372,12975248,9,21.21,-29.9999999999994,1510
9.04,14.57,detected,detected,276.199723245171,174.759562384474,stead_event_00397,601253816,9,14.42,39.9999999999991,150
7.04,12.57,detected,detected,277.247940066765,175.295310802735,stead_event_00398,601253816,7,12.42,40,150
9.38,14.17,detected,detected,344.631538436962,91.756915388336,stead_event_00402,601455028,9,13.7,380.000000000001,469.999999999999
5.38,10.17,detected,detected,344.938900037434,91.7152384965535,stead_event_00403,601455028,5,9.7,380,469.999999999999
8.07,13.81,detected,detected,327.077738205576,112.782602367198,stead_event_00404,601456130,8,13.46,70.0000000000003,350
6.07,11.81,detected,detected,327.936675879611,112.266324718127,stead_event_00405,601456130,6,11.46,70.0000000000003,350
7.98,10.26,detected,detected,334.659660610995,235.739306012694,stead_event_00415,602952322,8,10.32,-19.9999999999996,-60.0000000000005
6.04,11.15,detected,detected,342.1301657023,198.827063255723,stead_event_00417,602952346,6,11.18,40,-29.9999999999994
8.02,NaN,detected,not_detected,332.213807233046,74.9043002196031,stead_event_00422,602952561,8,10.69,19.9999999999996,NaN
8.94,14.28,detected,detected,333.07126095507,105.40604680228,stead_event_00430,603374582,9,14.29,-60.0000000000005,-10.0000000000016
8.96,13.01,detected,detected,324.929233278745,146.691180169892,stead_event_00441,603374662,9,13.12,-39.9999999999991,-110.000000000001
6.96,11.01,detected,detected,324.64458942495,146.255448118904,stead_event_00442,603374662,7,11.12,-40,-110.000000000001
4,9.2,detected,detected,271.894296694793,157.30809059192,stead_event_00448,603463446,4,9.1,0,99.9999999999996
9,15.15,detected,detected,220.653174866761,149.070490604476,stead_event_00465,603760886,9,14.53,0,619.999999999999
4,10.15,detected,detected,224.776584563547,151.12835726106,stead_event_00466,603760886,4,9.53,0,620.000000000001
NaN,17.62,not_detected,uncertain,123.787449327958,101.199435295622,stead_event_00494,15111098,6,17.01,NaN,609.999999999999
9.03,19.21,detected,detected,249.370876394558,148.973127169213,stead_event_00512,8291998,9,19.22,29.9999999999994,-9.99999999999801
5.98,15.25,detected,detected,168.446264534407,179.7486661532,stead_event_00514,9569686,6,15.17,-19.9999999999996,80.0000000000001
5.62,15.07,uncertain,uncertain,299.85869782235,122.285463984409,stead_event_00515,11121384,5,15.02,620,50.0000000000007
8.06,19.64,detected,detected,275.891221514347,206.397654246368,stead_event_00518,12975248,8,19.64,60.0000000000005,0
8.08,19.4,detected,detected,307.650040713682,212.173325954164,stead_event_00521,15111098,8,19.19,80.0000000000001,209.999999999997
8.02,13.7,detected,uncertain,321.556373288969,60.0470259019218,stead_event_00551,hv61468921,8,13.53,19.9999999999996,169.999999999998
9,NaN,detected,not_detected,319.33727664401,33.212703034762,stead_event_00563,hv61720621,9,14.54,0,NaN
7.04,11.29,detected,detected,324.076219733462,178.795495966974,stead_event_00564,hv61765531,7,11.21,40,79.9999999999983
4.06,6.43,detected,detected,316.26302992161,164.070471866849,stead_event_00567,hv61894361,4,6.37,59.9999999999996,59.9999999999996
0.97,20.15,detected,detected,301.897076194495,40.2408610590379,stead_event_00580,hv70368831,4.98,10.16,-4010,9990
5.91,12.98,detected,detected,263.586009732187,68.0305103525085,stead_event_00585,hv70476007,5.94,12.12,-30.0000000000002,859.999999999999
8.97,14.46,detected,uncertain,326.099841907682,59.9647467493864,stead_event_00609,600928972,9,14.3,-29.9999999999994,160
2.15,6.23,detected,detected,350.550776290926,217.722717625809,stead_event_00610,601824235,2.17,6.24,-20,-9.99999999999979
7.13,9.53,detected,detected,338.926360796591,258.159997020916,stead_event_00611,601253049,7,9.5,130,29.9999999999994
6.96,12.6,detected,detected,305.594187029698,113.574219434156,stead_event_00618,604500852,7,12.5,-40,99.9999999999996
4.96,10.6,detected,detected,304.79889899279,112.525630610744,stead_event_00619,604500852,5,10.5,-40,99.9999999999996
7.96,13.76,detected,detected,257.836740910192,88.1573893455453,stead_event_00620,604501047,8,13.9,-40,-140.000000000001
6.96,12.76,detected,detected,256.979604371189,87.726128451823,stead_event_00621,604501047,7,12.9,-40,-140.000000000001
4.95,10.79,detected,detected,310.024097506132,115.549903560182,stead_event_00622,604501047,5,10.9,-49.9999999999998,-110.000000000001
7.22,12.62,detected,detected,157.24389780338,170.167494819614,stead_event_00623,ci15237281,7,12.68,220,-60.0000000000005
4.95,9.51,detected,detected,310.522994823574,154.248117682382,stead_event_00634,nn00253964,5,9.45,-49.9999999999998,59.9999999999987
4.07,11.54,detected,detected,192.299989796672,91.8138441704714,stead_event_00644,15809590,4,11.52,70.0000000000003,19.9999999999996
6,12.12,detected,uncertain,268.680483092026,121.421668106517,stead_event_00650,ak012a7hvq61,6,12.14,0,-20.0000000000014
9.05,14.91,detected,detected,304.240889110987,180.617532397412,stead_event_00661,606932485,9,15.1,50.0000000000007,-189.999999999999
5.04,10.91,detected,detected,303.955450700039,179.215584404362,stead_event_00662,606932485,5,11.1,40,-189.999999999999
4.04,9.91,detected,detected,303.675567436729,179.157135685549,stead_event_00663,606932485,4,10.1,40,-189.999999999999
7.02,NaN,detected,not_detected,240.157964171894,80.1597110303666,stead_event_00678,13763978,7,13.1,19.9999999999996,NaN
7.58,11.52,uncertain,detected,193.020870990447,169.513437332038,stead_event_00679,13548900,7,11.6,580,-80.0000000000001
