event_id,source_id,p_true_sec,s_true_sec,p_peak,p_quality,p_time,s_peak_20,s_quality_20,s_time_20,s_peak_30,s_quality_30,s_time_30,s_peak_40,s_quality_40,s_time_40
stead_event_00007,12962350,4,7.63,0.978763699531555,255.994331875787,4.02,0.568019330501556,16.5668707412944,7.29,0.568019330501556,24.8242487807429,7.29,0.568019330501556,33.0549040569421,7.29
stead_event_00008,ci10279289,9,12.25,0.956638395786285,248.739505397777,9,0.524139523506165,11.6643004312744,12.99,0.524139523506165,17.4897422599054,12.99,0.524139523506165,23.2962707621296,12.99
stead_event_00009,12962332,8,11.44,0.973663866519928,267.945455425005,8,0.576194167137146,15.5443645457741,11.63,0.576194167137146,23.2987831134073,11.63,0.576194167137146,31.0213571128947,11.63
stead_event_00012,10925153,9,15.37,0.900064468383789,264.903325050985,9,0.737675070762634,36.4151135411237,15.59,0.737675070762634,54.5071620166906,15.59,0.737675070762634,72.4914241153632,15.59
stead_event_00016,13259505,6,11.24,0.830714404582977,193.868249729106,6,0.282216221094131,18.4679163543973,11.36,0.282216221094131,27.5895796532861,11.36,0.282216221094131,36.6384305850731,11.36
stead_event_00017,604179950,9,13.24,0.844905912876129,192.771876323164,9,0.728414535522461,28.2356347190975,12.1,0.728414535522461,42.2752434284178,12.1,0.728414535522461,56.251541714845,12.1
stead_event_00018,604179950,6,10.24,0.931303560733795,260.703417890403,6,0.73891294002533,25.3480370475006,9.15,0.73891294002533,37.9665776674026,9.15,0.73891294002533,50.5345657654123,9.15
stead_event_00051,449393,11.16,11.59,0.929378151893616,177.933371591773,11.16,0.483130872249603,37.6044504438164,11.76,0.483130872249603,56.2061930475877,11.76,0.483130872249603,74.6197360193443,11.76
stead_event_00085,449393,10.96,12.04,0.823253691196442,172.980590832648,11,0.72056120634079,39.2406495607216,12,0.72056120634079,58.7166373829191,12,0.72056120634079,78.0670716568749,12
stead_event_00103,495,14.3,15.31,0.974608361721039,199.365953372797,14.3,0.751293122768402,41.3011123991766,15.23,0.751293122768402,61.820670148879,15.23,0.751293122768402,82.1965054828969,15.23
stead_event_00108,449393,11.02,11.92,0.873223841190338,157.647187795138,11.04,0.70829451084137,44.6479338035861,11.79,0.70829451084137,66.7956146069616,11.79,0.70829451084137,88.7640390365204,11.79
stead_event_00125,431338,11.43,12.52,0.886812269687653,193.077813366764,11.52,0.661363184452057,39.62232933274,12.47,0.661363184452057,59.289956640621,12.47,0.661363184452057,78.8065156459218,12.47
stead_event_00132,419463,11.61,12.6,0.864674508571625,179.896705490095,11.56,0.747464835643768,35.3791413650367,12.58,0.747464835643768,52.9560040557172,12.58,0.747464835643768,70.390984459534,12.58
stead_event_00140,602347413,6,11.48,0.964792370796204,258.473239980678,6,0.663155555725098,24.4426769195446,10.76,0.663155555725098,36.607886452459,10.76,0.663155555725098,48.7174936725783,10.76
stead_event_00141,602347413,4,9.48,0.94897997379303,263.916649185512,4.02,0.656403064727783,24.382766494792,8.82,0.656403064727783,36.5190923078712,8.82,0.656403064727783,48.5993980893456,8.82
stead_event_00161,ld60047501,8,9.89,0.799165844917297,139.278994490444,7.96,0.425710618495941,119.229246491845,10.08,0.425710618495941,175.652193107948,10.08,0.425710618495941,230.207839285519,10.08
stead_event_00162,603441563,4.48,7.25,0.843496739864349,167.45051642502,4,0.7469761967659,35.4035457154852,7.39,0.7469761967659,53.0197209846868,7.39,0.7469761967659,70.5283811352063,7.39
stead_event_00177,16334499,9,17.5,0.258659034967422,130.39504368166,8,0.382480561733246,23.5282791553769,9.16,0.382480561733246,35.106577068259,9.16,0.382480561733246,46.5649483620824,9.16
stead_event_00178,16336727,5,6.7,0.944987952709198,261.441369784935,5,0.775762259960175,22.6039233021279,7.27,0.775762259960175,33.8913172626956,7.27,0.775762259960175,45.1362349884373,7.27
stead_event_00184,ci11209170,10,14.5,0.939484655857086,222.223899609922,10,0.658375978469849,16.9896613120202,13.69,0.658375978469849,25.4697227219868,13.69,0.658375978469849,33.9258393630768,13.69
stead_event_00193,15898998,9,13.45,0.834476470947266,234.703633227802,9,0.583461105823517,13.838673613709,12.74,0.583461105823517,20.7442293006784,12.74,0.583461105823517,27.6258446141883,12.74
stead_event_00194,15899135,9,15.02,0.825782001018524,310.992270371208,8.97,0.547240793704987,56.2041764843308,9.15,0.547240793704987,83.6777098740266,9.15,0.547240793704987,110.588115479654,9.15
stead_event_00208,605626911,7,15.44,0.976524949073792,264.736150534085,7,0.41194885969162,12.6812673727777,15.95,0.41194885969162,18.9867820881899,15.95,0.41194885969162,25.2605491104876,15.95
stead_event_00218,12680913,5,9.8,0.946656882762909,275.505143197094,5,0.717733263969421,32.64229692523,9.78,0.717733263969421,48.8783664285131,9.78,0.717733263969421,65.0241332921953,9.78
stead_event_00225,602562570,9,12.36,0.8322474360466,261.329454150826,8.99,0.605930089950562,15.869774331853,12.5,0.605930089950562,23.7885291693652,12.5,0.605930089950562,31.6840022171208,12.5
stead_event_00226,602562570,5,8.36,0.890088140964508,262.274653582423,5,0.659941136837006,16.9418821631176,8.5,0.659941136837006,25.3963411343,8.5,0.659941136837006,33.8268715788366,8.5
stead_event_00227,603798149,8,10.71,0.92346578836441,285.399951856829,8,0.53711462020874,11.7634052376198,11.61,0.53711462020874,17.6461157387226,11.61,0.53711462020874,23.512321437044,11.61
stead_event_00228,603798149,5,7.71,0.877890765666962,275.410473318031,5,0.483978986740112,9.75283542017562,8.51,0.483978986740112,14.6317908111613,8.51,0.483978986740112,19.4981274677528,8.51
stead_event_00239,hv61128081,4,6.65,0.960170686244965,287.232574022441,4,0.688116073608398,15.7040786859865,6.33,0.688116073608398,23.5502179822817,6.33,0.688116073608398,31.3760039375888,6.33
stead_event_00243,hv61222466,8,11.06,0.980627000331879,276.566287387128,8.02,0.658311605453491,18.3632503995986,10.5,0.658311605453491,27.5251451546238,10.5,0.658311605453491,36.6554118344495,10.5
stead_event_00249,hv61414371,7.01,12.2,0.978399872779846,276.505197208776,7,0.649661064147949,15.1072810155621,11.93,0.649661064147949,22.647511243554,11.93,0.649661064147949,30.163756290095,11.93
stead_event_00253,hv61468921,5,6.25,0.962409555912018,266.357172332796,5,0.718517482280731,22.5958993150691,6.89,0.718517482280731,33.8732522756988,6.89,0.718517482280731,45.1060682576216,6.89
stead_event_00263,hv61630461,5,5.81,0.968359291553497,257.723466400696,5.04,0.678749561309814,27.8164118302873,5.77,0.678749561309814,41.6756462088295,5.77,0.678749561309814,55.461299866863,5.77
stead_event_00265,hv61631916,9,13.54,0.913995325565338,232.771800301099,9,0.722313702106476,18.8302680342294,13.09,0.722313702106476,28.2251094549481,13.09,0.722313702106476,37.5940699743223,13.09
stead_event_00270,hv61720621,8,9.03,0.980403959751129,245.584086696783,8,0.746085107326508,23.3696058036507,9,0.746085107326508,35.0335216160108,9,0.746085107326508,46.6512375673362,9
stead_event_00289,hv70278546,4.01,5.33,0.967922389507294,266.00095093498,4,0.581305682659149,14.8390167360977,6.1,0.581305682659149,22.250579806653,6.1,0.581305682659149,29.6398604820263,6.1
