event_id,source_id,p_true_sec,s_true_sec,p_peak,p_quality,p_time,s_peak_20,s_quality_20,s_time_20,s_peak_30,s_quality_30,s_time_30,s_peak_40,s_quality_40,s_time_40
stead_event_00007,12962350,4,7.63,0.967430591583252,272.454318218562,4.01,0.595794498920441,20.3006312208663,7.08,0.595794498920441,30.4035713579663,7.08,0.595794498920441,40.4559465000315,7.08
stead_event_00008,ci10279289,9,12.25,0.960317850112915,269.927496938308,9.02,0.717474281787872,15.9924350223059,12.52,0.717474281787872,23.9774364465935,12.52,0.717474281787872,31.9327895843643,12.52
stead_event_00009,12962332,8,11.44,0.975005865097046,277.710100647439,8.02,0.753476798534393,22.5679922664908,11.64,0.753476798534393,33.814068402893,11.64,0.753476798534393,45.0040374175576,11.64
stead_event_00012,10925153,9,15.37,0.899300813674927,275.912809262117,9.01,0.848508059978485,45.116682444553,15.6,0.848508059978485,67.4839392830168,15.6,0.848508059978485,89.6461700731535,15.6
stead_event_00016,13259505,6,11.24,0.774807393550873,271.28499447525,6,0.465066492557526,15.2700523279138,11.48,0.465066492557526,22.8315336365928,11.48,0.465066492557526,30.354064226508,11.48
stead_event_00017,604179950,9,13.24,0.82623165845871,292.545454719338,9.02,0.818076968193054,24.3914680352129,12.12,0.818076968193054,36.5469203322475,12.12,0.818076968193054,48.6481701220782,12.12
stead_event_00018,604179950,6,10.24,0.867015361785889,312.152438893548,6.01,0.794024109840393,29.1606813688037,9.16,0.794024109840393,43.6655281520845,9.16,0.794024109840393,58.0913101217568,9.16
stead_event_00051,449393,11.16,11.59,0.885922312736511,230.967847537398,11.16,0.363067835569382,54.5211352323783,11.7,0.363067835569382,80.8527470143634,11.7,0.363067835569382,106.504389629241,11.7
stead_event_00085,449393,10.96,12.04,0.90296345949173,308.157941082889,10.93,0.85366678237915,39.8112748382121,11.96,0.85366678237915,59.5801099465501,11.96,0.85366678237915,79.1913942815684,11.96
stead_event_00103,495,14.3,15.31,0.924533307552338,254.548547045961,14.28,0.817033350467682,48.7355307768244,15.25,0.817033350467682,72.8552930900125,15.25,0.817033350467682,96.7192768044419,15.25
stead_event_00108,449393,11.02,11.92,0.859849214553833,220.530950139535,11.04,0.871632635593414,46.4803146298338,11.76,0.871632635593414,69.5014264588386,11.76,0.871632635593414,92.307635243342,11.76
stead_event_00125,431338,11.43,12.52,0.793349504470825,287.843936040016,11.52,0.470445722341537,59.3933769538065,12.5,0.470445722341537,88.2734958987223,12.5,0.470445722341537,116.509144843538,12.5
stead_event_00132,419463,11.61,12.6,0.808818221092224,212.916082486006,11.56,0.86903965473175,35.9729113827794,12.68,0.86903965473175,53.8558834926562,12.68,0.86903965473175,71.5760363660887,12.68
stead_event_00140,602347413,6,11.48,0.948143005371094,271.754401730877,6.01,0.824958980083466,26.3569814893048,10.64,0.824958980083466,39.457345541493,10.64,0.824958980083466,52.4971245917488,10.64
stead_event_00141,602347413,4,9.48,0.931412577629089,269.0091215046,4.02,0.76473194360733,20.6753740460975,8.64,0.76473194360733,30.9735738001172,8.64,0.76473194360733,41.2281894019167,8.64
stead_event_00161,ld60047501,8,9.89,0.768138349056244,254.116178869097,7.96,0.75390613079071,74.703626182056,9.8,0.75390613079071,111.335396239291,9.8,0.75390613079071,147.371138492025,9.8
stead_event_00162,603441563,4.48,7.25,0.81046998500824,198.685365309762,4.04,0.852921724319458,35.7615141312326,7.36,0.852921724319458,53.5318902466075,7.36,0.852921724319458,71.1696455939179,7.36
stead_event_00177,16334499,9,17.5,0.850146055221558,275.560255256465,9.02,0.120936252176762,25.9550584870432,17.71,0.120936252176762,38.1624268789382,17.71,0.120936252176762,49.8726249756647,17.71
