event_id,source_id,p_true_sec,s_true_sec,p_peak,p_quality,p_time,s_peak_20,s_quality_20,s_time_20,s_peak_30,s_quality_30,s_time_30,s_peak_40,s_quality_40,s_time_40
stead_event_00007,12962350,4,7.63,0.911986827850342,180.657132961969,4,0.0984917059540749,6.12518959764284,11.21,0.0984917059540749,8.95864940601926,11.21,0.0984917059540749,11.8499336843673,11.21
stead_event_00008,ci10279289,9,12.25,0.927714407444,193.39846547286,8.99,0.276359975337982,11.7859279284277,12.07,0.276359975337982,17.4864622777731,12.07,0.276359975337982,23.1820436720275,12.07
stead_event_00009,12962332,8,11.44,0.927007555961609,190.502384183632,7.99,0.275452196598053,11.8364009052035,11.06,0.275452196598053,17.5600071737471,11.06,0.275452196598053,23.2786696746652,11.06
stead_event_00012,10925153,9,15.37,0.920539915561676,186.267934802274,9.34,0.903424799442291,43.3986211930958,15.55,0.903424799442291,64.7625985784835,15.55,0.903424799442291,85.8698165608978,15.55
stead_event_00016,13259505,6,11.24,0.783792674541473,182.826374126158,6.35,0.0288829654455185,7.899335600913,24.46,0.0288829654455185,9.45598357405259,24.46,0.0288829654455185,11.5805807768049,24.46
stead_event_00017,604179950,9,13.24,0.755614221096039,147.005717796902,9.06,0.584211707115173,16.8252646653835,12.2,0.584211707115173,24.7481184072873,12.2,0.584211707115173,32.8744184327484,12.2
stead_event_00018,604179950,6,10.24,0.757072806358337,146.957351519024,6.06,0.582412958145142,17.2600434054615,9.2,0.582412958145142,25.3710980806124,9.2,0.582412958145142,33.6984014371489,9.2
stead_event_00051,449393,11.16,11.59,0.946127414703369,205.355832334353,11.16,0.59661853313446,45.7409246364593,11.57,0.59661853313446,68.0299376709045,11.57,0.59661853313446,89.8934375878384,11.57
stead_event_00085,449393,10.96,12.04,0.945688724517822,205.505441620567,10.96,0.761235058307648,44.3998700461304,11.94,0.761235058307648,65.9476705785543,11.94,0.761235058307648,87.4258956911329,11.94
stead_event_00103,495,14.3,15.31,0.936399519443512,202.971243584883,14.29,0.731782555580139,48.1277026196444,15.2,0.731782555580139,71.798327076564,15.2,0.731782555580139,94.9592813388827,15.2
stead_event_00108,449393,11.02,11.92,0.924327254295349,192.429343814551,11.02,0.689465820789337,28.7944185331384,11.74,0.689465820789337,43.0831677165589,11.74,0.689465820789337,57.1714156627858,11.74
stead_event_00125,431338,11.43,12.52,0.878393411636353,162.372109346074,11.45,0.305370688438416,23.0909951539615,12.52,0.305370688438416,34.3590877274211,12.52,0.305370688438416,45.5788672475652,12.52
stead_event_00132,419463,11.61,12.6,0.856550991535187,140.993318089204,11.58,0.651989936828613,24.3878898826159,12.65,0.651989936828613,36.2768760646898,12.65,0.651989936828613,47.8660979809326,12.65
stead_event_00140,602347413,6,11.48,0.709584295749664,130.621616685001,6.13,0.407675445079803,16.1115519042586,10.7,0.407675445079803,23.3752407825191,10.7,0.407675445079803,30.7801717227413,10.7
stead_event_00141,602347413,4,9.48,0.707985281944275,131.266630967534,4.13,0.407574981451035,16.261827249362,8.7,0.407574981451035,23.5807185663367,8.7,0.407574981451035,31.0461330056637,8.7
stead_event_00161,ld60047501,8,9.89,0.891328692436218,179.109968275668,7.97,0.879361629486084,44.8635477633009,9.84,0.879361629486084,66.7336279438586,9.84,0.879361629486084,88.6102730622744,9.84
stead_event_00162,603441563,4.48,7.25,0.903668284416199,175.522941814257,4.48,0.743038475513458,25.6787422767102,7.38,0.743038475513458,38.4002013088764,7.38,0.743038475513458,51.0092453991754,7.38
stead_event_00177,16334499,9,17.5,0.614981949329376,161.304352716488,1.03,0.491634368896484,16.4734953947705,9.04,0.491634368896484,19.5783358024843,9.04,0.491634368896484,22.9143431094468,9.04
stead_event_00178,16336727,5,6.7,0.849213480949402,174.391244575257,5.21,0.481042832136154,15.6328821006082,7.23,0.481042832136154,23.4043599263934,7.23,0.481042832136154,31.0922695358526,7.23
stead_event_00184,ci11209170,10,14.5,0.887726008892059,167.58612715154,9.98,0.213592290878296,8.63381118433481,13.55,0.213592290878296,12.728713876937,13.55,0.213592290878296,16.9132588984901,13.55
stead_event_00193,15898998,9,13.45,0.838298916816711,166.623503557848,8.86,0.346236079931259,7.80316933300598,12.8,0.346236079931259,11.5368948138358,12.8,0.346236079931259,15.2760531667163,12.8
stead_event_00194,15899135,9,15.02,0.267871260643005,122.365991868497,1.02,0.744743525981903,19.3344059640208,8.91,0.744743525981903,26.8899376882756,8.91,0.744743525981903,34.6779243327641,8.91
stead_event_00208,605626911,7,15.44,0.76186215877533,134.922488324517,6.98,0.234822735190392,5.15799793057424,9.96,0.234822735190392,7.25026224448739,9.96,0.234822735190392,9.54140204241027,9.96
stead_event_00218,12680913,5,9.8,0.914880096912384,183.721828510745,5,0.7074875831604,26.9314702025309,9.81,0.7074875831604,40.2398555069452,9.81,0.7074875831604,53.4155907202935,9.81
stead_event_00225,602562570,9,12.36,0.632398664951324,116.379193113123,9.2,0.260104328393936,15.025397855028,12.84,0.260104328393936,21.4160900797498,12.84,0.260104328393936,28.2683470728112,12.84
stead_event_00226,602562570,5,8.36,0.634967267513275,116.092644523136,5.2,0.262810617685318,14.8878790355362,8.84,0.262810617685318,21.2348996236714,8.84,0.262810617685318,28.034526437302,8.84
stead_event_00227,603798149,8,10.71,0.801159203052521,144.107168400493,8.1,0.158441692590714,16.858283650924,11.71,0.158441692590714,24.7515170008323,11.71,0.158441692590714,32.5727833470917,11.71
stead_event_00228,603798149,5,7.71,0.800254464149475,142.538492344321,5.1,0.156384393572807,16.852734010508,8.71,0.156384393572807,24.7364231966749,8.71,0.156384393572807,32.5476472654974,8.71
stead_event_00239,hv61128081,4,6.65,0.805285394191742,127.323671765975,4.03,0.292597353458405,10.6936436161353,6.64,0.292597353458405,15.8935164329378,6.64,0.292597353458405,21.1276135643937,6.64
stead_event_00243,hv61222466,8,11.06,0.922000646591187,171.379893127249,8.02,0.124240286648273,7.787595779439,10.64,0.124240286648273,11.3543043800306,10.64,0.124240286648273,15.0250802084975,10.64
stead_event_00249,hv61414371,7.01,12.2,0.89176607131958,195.823348081628,6.99,0.412298262119293,13.4562864979601,12.07,0.412298262119293,19.7119704173147,12.07,0.412298262119293,26.0813211539779,12.07
stead_event_00253,hv61468921,5,6.25,0.894925475120544,182.971145935636,5.05,0.21245738863945,17.0638897793379,6.74,0.21245738863945,25.4006806246092,6.74,0.21245738863945,33.5361782134531,6.74
stead_event_00263,hv61630461,5,5.81,0.931469738483429,209.872252730965,5.03,0.499993920326233,37.4124757448481,5.54,0.499993920326233,55.6671817030013,5.54,0.499993920326233,73.5637268872668,5.54
stead_event_00265,hv61631916,9,13.54,0.709164559841156,174.115422515938,9.02,0.409457117319107,10.6657197349486,13.04,0.409457117319107,15.8042347590561,13.04,0.409457117319107,20.9368071560091,13.04
stead_event_00270,hv61720621,8,9.03,0.932737171649933,203.471802970255,8.01,0.089967243373394,12.0683983641232,9.4,0.089967243373394,17.8417941786038,9.4,0.089967243373394,23.3916529708949,9.4
stead_event_00289,hv70278546,4.01,5.33,0.88164210319519,196.148114206529,4.02,0.116023682057858,10.6763925803774,5.48,0.116023682057858,15.7260177557279,5.48,0.116023682057858,20.7563136468485,5.48
stead_event_00294,hv70296771,7.01,8.93,0.867742657661438,181.915984984238,7,0.241075858473778,20.2370256797159,8.14,0.241075858473778,29.3290113129511,8.14,0.241075858473778,38.7610732100331,8.14
stead_event_00297,hv70313911,6.96,7.97,0.338701248168945,156.137339177808,6.9,0.330128639936447,13.1751522771138,7.01,0.330128639936447,19.6462142165258,7.01,0.330128639936447,26.0506923677388,7.01
stead_event_00301,hv70332396,6.03,7.04,0.928957521915436,196.653957899403,6.02,0.287892252206802,18.4374944774319,7.61,0.287892252206802,22.5525690429505,7.61,0.287892252206802,29.6035417204279,7.61
stead_event_00309,hv70368966,4.01,5.17,0.913876235485077,194.954964349579,4,0.178497344255447,12.4413873292613,5.61,0.178497344255447,18.4382610766659,5.61,0.178497344255447,24.3890301469201,5.61
stead_event_00315,hv70413467,8.01,9.21,0.924867331981659,191.680531223773,8,0.222346141934395,21.0220638508036,8.67,0.222346141934395,30.6661675432253,8.67,0.222346141934395,40.480907864747,8.67
stead_event_00320,hv70444457,7.99,9.61,0.887489199638367,193.184004452397,7.98,0.207586318254471,10.2043211564357,9.43,0.207586318254471,15.2115783202573,9.43,0.207586318254471,20.1689440300456,9.43
stead_event_00327,hv70476007,6.01,7.33,0.888015449047089,157.881539243566,5.99,0.258935183286667,12.4727475809535,8.92,0.258935183286667,18.5398222956788,8.92,0.258935183286667,24.5709151838601,8.92
stead_event_00344,hv61414371,4.03,8.58,0.947848379611969,222.473363911114,4.01,0.569511234760284,24.6291534536108,8.73,0.569511234760284,36.5371556712641,8.73,0.569511234760284,48.5030652055522,8.73
stead_event_00347,hv61468921,7,10.08,0.931731998920441,194.646528478498,7.01,0.309908330440521,11.1220974341216,9.93,0.309908330440521,16.4777029328896,9.93,0.309908330440521,21.8427551201519,9.93
stead_event_00355,hv61631916,6,10.52,0.948109030723572,209.087612882307,6,0.417617708444595,15.0508989580499,9.25,0.417617708444595,22.5216166140257,9.25,0.417617708444595,29.9050370070382,9.25
stead_event_00360,hv61720621,4,7.48,0.919993460178375,193.467963297488,4,0.109828338027,6.05276839447054,8.7,0.109828338027,8.56027034791495,8.7,0.109828338027,11.1726738708108,8.7
stead_event_00361,hv61765531,7,13.09,0.784328281879425,140.047204709875,7,0.641569197177887,10.7246167384172,13.46,0.641569197177887,15.8694165438823,13.46,0.641569197177887,21.1180808418486,13.46
stead_event_00372,12975248,9,21.21,0.708218634128571,127.975582685096,8.98,0.42327344417572,9.19377414689155,22.56,0.42327344417572,11.0803287958099,22.56,0.42327344417572,14.5316862370747,22.56
stead_event_00397,601253816,9,14.42,0.88438206911087,173.496268087595,9.04,0.501306354999542,14.5837329375367,14.55,0.501306354999542,21.6038818576908,14.55,0.501306354999542,28.725776143867,14.55
stead_event_00398,601253816,7,12.42,0.884082615375519,173.84154247814,7.04,0.499882727861404,14.6610496830919,12.56,0.499882727861404,21.7168193582068,12.56,0.499882727861404,28.8756758944859,12.56
stead_event_00402,601455028,9,13.7,0.896276950836182,194.188170638962,9.39,0.640112996101379,14.7541730484564,14.14,0.640112996101379,21.753010183708,14.14,0.640112996101379,28.7151366484614,14.14
stead_event_00403,601455028,5,9.7,0.894971013069153,204.050679648312,5.39,0.640400826931,14.8959650531307,10.14,0.640400826931,21.9594129148219,10.14,0.640400826931,28.9861920524954,10.14
stead_event_00404,601456130,8,13.46,0.907749772071838,190.530458467928,8.08,0.489069521427155,19.1777741313103,17.84,0.489069521427155,28.3373784134226,17.84,0.489069521427155,37.6309985219328,17.84
stead_event_00405,601456130,6,11.46,0.90828937292099,190.975325783512,6.08,0.495018303394318,19.2562046796741,15.84,0.495018303394318,28.4576112864529,15.84,0.495018303394318,37.7922850216459,15.84
stead_event_00415,602952322,8,10.32,0.952442526817322,201.266683416013,7.99,0.690435647964478,23.0433492598565,10.12,0.690435647964478,34.4845567435717,10.12,0.690435647964478,45.8074576092562,10.12
stead_event_00417,602952346,6,11.18,0.946742594242096,201.320646806288,6.04,0.764555811882019,24.7523465535484,11.04,0.764555811882019,36.8696966693876,11.04,0.764555811882019,49.0254398259322,11.04
stead_event_00422,602952561,8,10.69,0.925511658191681,191.134455660985,8.02,0.17425300180912,20.8690161690562,10.81,0.17425300180912,30.004832168792,10.81,0.17425300180912,39.5414878351913,10.81
stead_event_00430,603374582,9,14.29,0.937952041625977,194.456418929421,8.94,0.522012650966644,11.4451360958102,14.21,0.522012650966644,17.0287709994987,14.21,0.522012650966644,22.6729144560651,14.21
stead_event_00441,603374662,9,13.12,0.925082266330719,186.24420944075,8.96,0.703868269920349,16.0532022435814,12.92,0.703868269920349,23.673287238165,12.92,0.703868269920349,31.3806644467458,12.92
stead_event_00442,603374662,7,11.12,0.925556600093842,186.461208868291,6.96,0.70416396856308,15.9350675180285,10.92,0.70416396856308,23.4999059698446,10.92,0.70416396856308,31.1518399946947,10.92
stead_event_00448,603463446,4,9.1,0.900381326675415,153.104895225808,3.99,0.541833162307739,18.3816990762365,9.17,0.541833162307739,26.6248845713636,9.17,0.541833162307739,34.3791287083672,9.17
stead_event_00465,603760886,9,14.53,0.83258467912674,135.518575358316,8.99,0.614783942699432,16.1532277683734,15.09,0.614783942699432,23.9766538368072,15.09,0.614783942699432,31.9003627468697,15.09
stead_event_00466,603760886,4,9.53,0.832648813724518,136.321490660459,3.99,0.608612835407257,16.3458052866405,10.1,0.608612835407257,24.2562043922167,10.1,0.608612835407257,32.2704198200339,10.1
stead_event_00494,15111098,6,17.01,0.201135322451591,66.6718416656224,6.16,0.314534842967987,22.6074552652878,17.69,0.314534842967987,31.4782661498069,17.69,0.314534842967987,41.5024165447655,17.69
stead_event_00512,8291998,9,19.22,0.85482132434845,135.869739550237,9.04,0.702779114246368,28.3631085859682,19.45,0.702779114246368,42.0436503072912,19.45,0.702779114246368,55.8385967248844,19.45
stead_event_00514,9569686,6,15.17,0.495959103107452,82.7511613324644,6.23,0.345674514770508,10.2168524370541,15.28,0.345674514770508,14.8466724094687,15.28,0.345674514770508,19.740774226368,15.28
stead_event_00515,11121384,5,15.02,0.19467881321907,76.789917889545,5.67,0.1551343947649,17.2345567290245,16.64,0.1551343947649,24.1233118807321,16.64,0.1551343947649,31.0284070430876,16.64
stead_event_00518,12975248,8,19.64,0.892997145652771,137.418042306084,8.07,0.659808456897736,25.2268978287243,19.62,0.659808456897736,37.0757878585119,19.62,0.659808456897736,49.24324683913,19.62
stead_event_00521,15111098,8,19.19,0.403743267059326,106.626378540418,7.98,0.782555341720581,33.9760763006087,19.36,0.782555341720581,50.088354028637,19.36,0.782555341720581,66.515410112094,19.36
stead_event_00551,hv61468921,8,13.53,0.911023795604706,192.224107600164,8.01,0.443567663431168,9.88134739525782,14.18,0.443567663431168,13.4900800717485,14.18,0.443567663431168,17.6703185509854,14.18
stead_event_00563,hv61720621,9,14.54,0.7646763920784,178.209491621845,9.01,0.321701288223267,8.54672371778767,15.37,0.321701288223267,9.36659636781734,15.37,0.321701288223267,11.56628766902,15.37
stead_event_00564,hv61765531,7,11.21,0.914983689785004,181.863314498145,7.05,0.242083668708801,10.6829828816468,13.98,0.242083668708801,15.8631389498211,13.98,0.242083668708801,21.0498503499176,13.98
stead_event_00567,hv61894361,4,6.37,0.840725541114807,173.419121730008,4.07,0.212327614426613,10.9485080179093,6.44,0.212327614426613,15.1494014758459,6.44,0.212327614426613,19.7497849478044,6.44
stead_event_00580,hv70368831,4.98,10.16,0.761953711509705,174.393547831366,1,0.390178710222244,6.68009155421689,10.61,0.390178710222244,6.49445762920858,10.61,0.390178710222244,8.02028357837025,10.61
stead_event_00585,hv70476007,5.94,12.12,0.869659543037415,158.333326597522,5.92,0.299945950508118,5.02264640289583,12.98,0.299945950508118,6.37488674789096,12.98,0.299945950508118,8.33320142684726,12.98
stead_event_00609,600928972,9,14.3,0.94067770242691,189.345993145455,8.97,0.108635798096657,3.60739585534459,21.7,0.108635798096657,5.20937606451102,21.7,0.108635798096657,6.84853384149806,21.7
stead_event_00610,601824235,2.17,6.24,0.931711137294769,205.589052271029,2.17,0.74375331401825,24.6807841910398,6.17,0.74375331401825,36.6485528644378,6.17,0.74375331401825,48.7132216973221,6.17
stead_event_00611,601253049,7,9.5,0.950870275497437,194.001186145781,7.16,0.389759659767151,25.4372642414378,9.51,0.389759659767151,37.9329205649855,9.51,0.389759659767151,50.2010702945812,9.51
stead_event_00618,604500852,7,12.5,0.897848188877106,163.164863722226,6.96,0.51815277338028,16.251688141014,12.61,0.51815277338028,23.6933872051766,12.61,0.51815277338028,31.3680335977613,12.61
stead_event_00619,604500852,5,10.5,0.897774457931519,162.573553450708,4.96,0.522117018699646,16.0893846410219,10.61,0.522117018699646,23.4688961746622,10.61,0.522117018699646,31.0749069577143,10.61
stead_event_00620,604501047,8,13.9,0.904662013053894,129.471517022464,7.97,0.457029402256012,10.1425172082543,14.36,0.457029402256012,14.8649932723403,14.36,0.457029402256012,19.7046493366993,14.36
stead_event_00621,604501047,7,12.9,0.904648661613464,128.726920097841,6.97,0.460560083389282,10.1325368968907,13.36,0.460560083389282,14.8532110526994,13.36,0.460560083389282,19.69011774321,13.36
stead_event_00622,604501047,5,10.9,0.915069818496704,169.779519442421,4.96,0.400357574224472,10.5531675088503,10.82,0.400357574224472,15.3878179607881,10.82,0.400357574224472,20.3744452700299,10.82
stead_event_00623,ci15237281,7,12.68,0.732853293418884,125.526105825043,7.24,0.509100556373596,26.0676923846958,12.64,0.509100556373596,38.2419942991751,12.64,0.509100556373596,50.7132776155783,12.64
stead_event_00634,nn00253964,5,9.45,0.705738842487335,125.600253978496,4.98,0.619950354099274,21.2692721742721,9.45,0.619950354099274,31.2228786120646,9.45,0.619950354099274,41.5001937877457,9.45
stead_event_00644,15809590,4,11.52,0.76579338312149,118.506718474191,4.08,0.53943943977356,14.9939947098622,12.22,0.53943943977356,21.8299293205891,12.22,0.53943943977356,28.9641737107727,12.22
