p_pred_sec,s_pred_sec,p_status,s_status,p_quality,s_quality,event_id,source_id,p_true_sec,s_true_sec,p_error_ms,s_error_ms
4,7.73,detected,detected,205.143749536441,59.9994516317363,stead_event_00007,12962350,4,7.63,0,100.000000000001
8.99,12.68,detected,detected,240.59384088663,56.1676187016942,stead_event_00008,ci10279289,9,12.25,-9.99999999999979,430
7.99,11.68,detected,detected,236.662062944815,56.0459230813066,stead_event_00009,12962332,8,11.44,-9.99999999999979,240
9.34,15.47,detected,detected,217.668258718126,69.0343781402766,stead_event_00012,10925153,9,15.37,340,99.9999999999996
6.34,NaN,detected,not_detected,238.924325073106,31.04740747973,stead_event_00016,13259505,6,11.24,340,NaN
9.05,13.21,detected,detected,129.542682725704,26.0574613942265,stead_event_00017,604179950,9,13.24,50.0000000000007,-29.9999999999994
6.05,10.21,detected,detected,127.286236910868,26.3896987855961,stead_event_00018,604179950,6,10.24,49.9999999999998,-29.9999999999994
11.16,11.58,detected,detected,268.455995735997,85.3193166514899,stead_event_00051,449393,11.16,11.59,0,-9.99999999999979
10.96,12.05,detected,detected,271.012734013285,83.779170686904,stead_event_00085,449393,10.96,12.04,0,9.99999999999979
14.3,15.3,detected,detected,268.640810524101,102.863640274472,stead_event_00103,495,14.3,15.31,0,-9.99999999999979
11.02,11.91,detected,detected,253.548751340408,65.3951438241072,stead_event_00108,449393,11.02,11.92,0,-9.99999999999979
11.44,12.52,detected,detected,218.288816830358,83.8028704776218,stead_event_00125,431338,11.43,12.52,9.99999999999979,0
11.61,12.59,detected,detected,231.395518872418,67.9573584315516,stead_event_00132,419463,11.61,12.6,0,-9.99999999999979
6.13,11.56,detected,detected,130.152232631775,37.9019474162205,stead_event_00140,602347413,6,11.48,130,80.0000000000001
4.14,9.56,detected,detected,145.073691026495,38.240325950674,stead_event_00141,602347413,4,9.48,140,80.0000000000001
7.97,9.84,detected,detected,212.410603543653,83.6046667665091,stead_event_00161,ld60047501,8,9.89,-30.0000000000002,-50.0000000000007
4.47,7.23,detected,detected,209.842922320097,51.4601136300431,stead_event_00162,603441563,4.48,7.25,-10.0000000000007,-19.9999999999996
9.16,9.91,detected,detected,129.12699317568,15.1451357987521,stead_event_00177,16334499,9,17.5,160,-7590
