event_id,source_id,p_true_sec,s_true_sec,p_peak,p_quality,p_time,s_peak_20,s_quality_20,s_time_20,s_peak_30,s_quality_30,s_time_30,s_peak_40,s_quality_40,s_time_40
stead_event_00007,12962350,4,7.63,0.893565773963928,206.565953796057,3.99,0.776653587818146,30.073074655206,7.72,0.776653587818146,44.632765986466,7.72,0.776653587818146,59.4063167904166,7.72
stead_event_00008,ci10279289,9,12.25,0.918338418006897,240.09350784069,8.98,0.457495212554932,21.1763781317282,12.76,0.457495212554932,31.6295148574751,12.76,0.457495212554932,42.0963753427173,12.76
stead_event_00009,12962332,8,11.44,0.916899800300598,238.260586764298,7.98,0.459124892950058,21.2566978110458,11.76,0.459124892950058,31.7504503390579,11.76,0.459124892950058,42.2575827559764,11.76
stead_event_00012,10925153,9,15.37,0.911715924739838,230.464076065189,9.33,0.876837074756622,44.3722555042376,15.47,0.876837074756622,66.4589463076478,15.47,0.876837074756622,88.5417328969232,15.47
stead_event_00016,13259505,6,11.24,0.831518828868866,221.193223051158,6.33,0.192382961511612,28.0321395773455,18.37,0.192382961511612,36.3348430657516,18.37,0.192382961511612,46.4078988490701,18.37
stead_event_00017,604179950,9,13.24,0.750152111053467,144.252499431303,9.05,0.715517282485962,20.0791621340969,13.21,0.715517282485962,29.6265514083322,13.21,0.715517282485962,39.4284202645279,13.21
stead_event_00018,604179950,6,10.24,0.755207240581512,139.816757120637,6.05,0.709632098674774,20.1830539228497,10.21,0.709632098674774,29.7636658525637,10.21,0.709632098674774,39.6096787374632,10.21
stead_event_00051,449393,11.16,11.59,0.961762607097626,251.125640062584,11.15,0.949507057666779,58.885901922892,11.62,0.949507057666779,88.3386905938664,11.62,0.949507057666779,117.714479548494,11.62
stead_event_00085,449393,10.96,12.04,0.969081044197083,232.915337444131,10.96,0.888141393661499,56.8694829312385,12.07,0.888141393661499,84.9952304599619,12.07,0.888141393661499,113.13079205409,12.07
stead_event_00103,495,14.3,15.31,0.947863936424255,251.626711145346,14.3,0.698880970478058,69.0482660033861,15.36,0.698880970478058,103.292054455219,15.36,0.698880970478058,137.339682997906,15.36
stead_event_00108,449393,11.02,11.92,0.924539864063263,239.100694676144,11.01,0.872661411762238,48.6670751176353,11.95,0.872661411762238,72.9497389465547,11.95,0.872661411762238,97.1915170530566,11.95
stead_event_00125,431338,11.43,12.52,0.899560809135437,204.06314578182,11.44,0.656382739543915,53.4822132258547,12.52,0.656382739543915,79.9229438379065,12.52,0.656382739543915,106.316786585917,12.52
stead_event_00132,419463,11.61,12.6,0.722615778446198,223.09198974903,11.6,0.843435823917389,49.6749620121075,12.6,0.843435823917389,74.0363250587491,12.6,0.843435823917389,98.0496788751526,12.6
stead_event_00140,602347413,6,11.48,0.763396203517914,134.788451150048,6.13,0.473150968551636,20.0786306318834,11.42,0.473150968551636,29.4620793344959,11.42,0.473150968551636,39.0964175481681,11.42
stead_event_00141,602347413,4,9.48,0.764563500881195,147.406605994337,4.13,0.471181660890579,20.1991522951019,9.42,0.471181660890579,29.6300178913152,9.42,0.471181660890579,39.3169905180992,9.42
stead_event_00161,ld60047501,8,9.89,0.87450385093689,206.057045591197,7.96,0.973624527454376,58.5313573137771,9.89,0.973624527454376,87.5562617368914,9.89,0.973624527454376,116.410397061341,9.89
stead_event_00162,603441563,4.48,7.25,0.909517288208008,204.990744244374,4.47,0.626236259937286,32.2278238592827,7.25,0.626236259937286,48.3413698683675,7.25,0.626236259937286,64.4282452317002,7.25
stead_event_00177,16334499,9,17.5,0.665260314941406,94.48798534292,0.98,0.398438960313797,14.0257818604849,17.73,0.398438960313797,18.0822892150803,17.73,0.398438960313797,23.9317698389527,17.73
stead_event_00178,16336727,5,6.7,0.860271394252777,199.356376959848,5.2,0.409775018692017,20.5975736046247,7.45,0.409775018692017,30.8515873664266,7.45,0.409775018692017,41.1064637569157,7.45
stead_event_00184,ci11209170,10,14.5,0.884762287139893,185.854049051139,9.97,0.871399581432343,21.4711135847878,14.49,0.871399581432343,32.1102150055292,14.49,0.871399581432343,42.7990180977838,14.49
stead_event_00193,15898998,9,13.45,0.825992226600647,200.163567161273,8.84,0.873821496963501,20.5709302981741,13.29,0.873821496963501,30.6899862208096,13.29,0.873821496963501,40.8665436306421,13.29
stead_event_00194,15899135,9,15.02,0.123742088675499,104.411809591152,8.86,0.793311476707458,27.0907780836749,9.02,0.793311476707458,34.5617533240336,9.02,0.793311476707458,43.9938182946492,9.02
stead_event_00208,605626911,7,15.44,0.727947950363159,147.964158314118,6.96,0.499910742044449,10.7094411140539,16.1,0.499910742044449,14.6715593908053,16.1,0.499910742044449,19.4563695917214,16.1
stead_event_00218,12680913,5,9.8,0.876116335391998,206.870470177222,4.99,0.901216208934784,35.0830758694869,9.8,0.901216208934784,52.6070875081542,9.8,0.901216208934784,70.1229976900863,9.8
stead_event_00225,602562570,9,12.36,0.576151371002197,118.234406466499,9.22,0.605802357196808,22.5720012826319,12.77,0.605802357196808,33.3687396089999,12.77,0.605802357196808,44.3946488334562,12.77
stead_event_00226,602562570,5,8.36,0.575564622879028,126.699791151688,5.22,0.606973230838776,22.4449038451947,8.77,0.606973230838776,33.1799306753832,8.77,0.606973230838776,44.1444496426027,8.77
stead_event_00227,603798149,8,10.71,0.808389902114868,165.153699662519,8.08,0.38277405500412,28.2680319188461,12.46,0.38277405500412,42.2145132100265,12.46,0.38277405500412,56.2211323482257,12.46
stead_event_00228,603798149,5,7.71,0.807663142681122,168.54515668496,5.08,0.380206257104874,28.319134421353,9.45,0.380206257104874,42.2887384217679,9.45,0.380206257104874,56.3191376649722,9.45
stead_event_00239,hv61128081,4,6.65,0.87005490064621,152.452338465334,4.03,0.655562341213226,24.0230846661332,6.7,0.655562341213226,35.7449809302667,6.7,0.655562341213226,47.3777403839362,6.7
stead_event_00243,hv61222466,8,11.06,0.926733672618866,190.647636917263,8.01,0.776732385158539,22.4110094202577,15.74,0.776732385158539,33.3176459996702,15.74,0.776732385158539,44.2554030644213,15.74
stead_event_00249,hv61414371,7.01,12.2,0.885107576847076,219.548918735446,6.99,0.737657427787781,13.9868166373542,12.27,0.737657427787781,20.5847300288404,12.27,0.737657427787781,27.234254916221,12.27
stead_event_00253,hv61468921,5,6.25,0.865782737731934,218.482793109825,5.02,0.652306973934174,26.4617755115925,6.21,0.652306973934174,39.5899054125824,6.21,0.652306973934174,52.7124031758023,6.21
